house_id,total_gas_usage,Block,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels
37bc13b6,0.0,12,0,0
231061e4,0.0,12,0,0
1ba967a5,0.0,12,0,0
2f916225,0.0,12,0,0
edcf0af3,0.0,12,0,0
11385747,0.0,12,0,0
468174d7,0.0,12,0,0
fe176302,0.0,12,0,0
c8d4d16b,0.0,12,0,0
c9e4fd73,0.0,12,0,0
b5014d88,0.0,12,0,0
dd8c8f03,0.0,12,0,0
72acdf24,0.0,12,0,0
27badcbe,0.0,36,0,0
12237a0f,0.0,36,0,0
b5f679af,0.0,36,0,0
c0bf155d,0.0,36,0,0
e26f6747,0.0,13,0,0
47ff6108,0.0,11,0,0
c6c7c48f,0.0,11,0,0
45cfb3ea,0.0,11,0,0
2c14cdb4,0.0,11,0,0
2a91fc44,0.0,11,0,0
c86d6c20,0.0,11,0,0
354e40b9,0.0,11,0,0
16153f35,0.0,11,0,0
8eeb6731,0.0,11,0,0
f32a0dc8,0.0,11,0,0
c91241f1,0.0,13,0,0
199960ac,0.0,13,0,0
caa39868,0.0,13,0,0
baa07e56,0.0,13,0,0
42de426a,0.0,13,0,0
5b6b355b,0.0,13,0,0
d97e2073,0.0,13,0,0
ea154da9,0.0,13,0,0
e92243d3,0.0,13,0,0
d7025f32,0.0,13,0,0
ee030945,0.0,13,0,0
bb940816,0.0,13,0,0
ea89d3d4,0.0,13,0,0
e8ce1a76,0.0,13,0,0
7986009b,0.0,13,0,0
0ce280c2,0.0,13,0,0
040e5244,0.0,13,0,0
51a7444f,0.0,13,0,0
073b5f88,0.0,13,0,0
3cf4febe,0.0,11,1181,0
04c13f1b,0.0,13,0,0
54f8c891,0.0,13,0,0
e0172554,0.0,13,0,0
533f02e0,0.0,13,0,0
b73953ff,0.0,13,0,0
cb0c3eee,0.0,13,0,0
76eb5ab6,0.0,13,0,0
12b759b6,0.0,11,0,0
7acbcf5d,0.0,13,0,0
8e1f50dd,0.0,11,0,0
aee6fc93,0.0,11,0,0
8d1025f5,0.0,11,0,0
3cf4febe,0.0,11,0,0
918ff9b2,0.0,13,0,0
e6ffe616,0.0,13,0,0
7ddbbecb,0.0,13,0,0
be0151a7,0.0,13,0,0
88dfe86b,0.0,13,0,0
03abc646,0.0,32,0,0
03abc646,0.0,32,0,0
1682f5e6,0.0,14,0,0
f84606bb,0.0,14,0,0
10bf1b04,0.0,15,968,0
8fb28218,0.0,15,0,0
28a33b88,0.0,15,0,0
c295912e,0.0,15,0,0
70b84bdd,0.0,15,0,0
f0ea8364,0.0,15,1354,0
d7c5d655,0.0,15,1109,0
0b45a8c4,0.0,15,0,0
b3826d71,0.0,19,0,0
3eb485d6,0.0,19,0,0
befde11e,0.0,19,1207,0
725a174a,0.0,19,1037,0
0e5685ec,0.0,27,0,0
86f0a7be,0.0,18,0,0
6ca7db81,0.0,18,0,0
3ec87a2a,0.0,18,1371,0
3118850e,0.0,18,1251,0
2cf1f832,0.0,13,0,0
db4d2fc4,0.0,13,0,0
524f5cba,0.0,28,1220,0
33c18a57,0.0,36,0,0
ae313fbb,0.0,36,0,0
e44846a6,0.0,36,1189,0
00dda98b,0.0,36,1168,0
6f85b264,0.0,36,0,0
9fbab1d0,0.0,36,0,0
b216028b,0.0,36,0,0
62663c3f,0.0,36,0,0
4e544b78,0.0,19,0,0
d491e1a5,0.0,19,0,0
e435aa33,0.0,19,0,0
8fc31f46,0.0,19,0,0
8fc31f46,0.0,19,0,0
52d5bf0d,30274.32,24,1514,1674
52d5bf0d,30274.32,24,0,0
a7a7607c,0.0,24,0,0
82c2bede,0.0,27,1057,0
a4a79695,0.0,24,0,0
10185c67,0.0,26,0,0
3c9a1a67,0.0,26,0,0
05ae9f5d,0.0,26,0,0
c8ae00bd,0.0,22,1372,0
23d1fa36,0.0,22,1372,0
9d65c082,0.0,9,0,0
db2d381d,0.0,33,0,0
f4d64249,0.0,33,0,0
ebe0bc9e,0.0,33,0,0
12b0595e,0.0,24,0,0
56c1234b,0.0,31,0,0
7d2168d5,0.0,31,0,0
b336e907,0.0,31,1293,0
ce55a1a5,0.0,31,0,0
c1513ee4,0.0,31,1293,0
f218846f,0.0,31,0,0
70628f07,0.0,31,0,0
a43a183e,0.0,17,0,0
1613d489,0.0,17,0,0
5bd572c8,0.0,17,0,0
4a9e7c1a,0.0,17,0,0
935164fa,0.0,17,0,0
9dd1fab2,0.0,17,0,0
1f739fcb,0.0,17,0,0
2fb61f73,0.0,17,0,0
50a92831,0.0,28,977,0
65e1126e,0.0,28,957,0
3ab0f433,0.0,15,0,0
43460b32,0.0,19,0,0
df685c2b,0.0,19,923,0
b168bb64,0.0,19,923,0
398e8a51,0.0,7,0,0
3e5a9198,0.0,7,0,0
7401cdab,0.0,34,1338,0
2803ed1a,0.0,17,0,0
10140ea3,0.0,17,0,0
d46b00e7,0.0,17,0,0
2d8fcc60,0.0,2,0,0
9006efce,0.0,7,0,0
ae0982a3,0.0,34,0,0
588c88ed,0.0,20,0,0
535d516a,0.0,15,0,0
640421c7,0.0,15,0,0
61dbb105,0.0,15,0,0
d54262b3,0.0,15,0,0
a52acc9f,0.0,15,0,0
6dff7c44,0.0,15,0,0
db7cc2af,0.0,15,0,0
04c54a62,0.0,15,0,0
ee638898,0.0,15,0,0
de148c5a,0.0,34,1247,0
d01a202a,0.0,34,0,0
9c73f9c0,0.0,34,0,0
267eb8b3,0.0,32,0,0
7b4cf6ae,0.0,3,0,0
64ec979a,0.0,3,1092,0
2b77eac3,0.0,3,0,0
3fe50ebd,0.0,3,0,0
a9b6a8cd,0.0,3,0,0
5dc1968d,0.0,3,0,0
3505ef6d,0.0,3,0,0
f4df2750,0.0,3,0,0
ea0ad889,0.0,27,0,0
3217348c,0.0,34,0,0
261721c2,0.0,34,0,0
679c3a63,0.0,34,0,0
1d0322a9,0.0,34,0,0
aa64b983,0.0,34,1247,0
10231257,0.0,8,0,0
59855df2,0.0,8,0,0
ef883cb7,0.0,6,0,0
ad052230,0.0,6,0,0
6b830a64,0.0,6,0,0
34b0f179,0.0,6,0,0
3b5dffed,0.0,6,0,0
8d507595,0.0,6,0,0
e6a34595,0.0,6,0,0
c2016dd6,0.0,6,0,0
8d7f206b,0.0,6,0,0
54cfdd5d,0.0,6,0,0
7932e096,0.0,6,0,0
0bcd8c19,0.0,6,0,0
c3e142d5,0.0,6,0,0
2e1911da,0.0,6,0,0
708fabc4,0.0,6,0,0
bb9a66ed,0.0,6,0,0
f044c1cd,0.0,7,0,0
c71f870a,0.0,7,0,0
f6464b9a,0.0,7,0,0
03ede3f4,0.0,7,0,0
645b7dda,0.0,7,0,0
152e49d9,0.0,7,0,0
580c6b60,0.0,7,0,0
56c048f4,0.0,7,0,0
6b961801,0.0,7,0,0
c39f415e,0.0,7,0,0
47b8fc81,0.0,7,1179,0
388b66b7,0.0,7,0,0
2d2fc181,0.0,7,0,0
85d529d0,0.0,7,0,0
42bbcaaa,0.0,7,0,0
5dd18cd7,0.0,10,0,0
34b915a9,0.0,10,0,0
c1ff7554,0.0,10,0,0
1ad5a348,0.0,10,0,0
31ac3565,0.0,10,0,0
72d5ee0b,0.0,10,0,0
bbbdb884,0.0,10,0,0
46a5aaf3,0.0,10,0,0
b6f00319,0.0,10,0,0
337b9135,0.0,10,0,0
fd7c7abf,0.0,10,0,0
ef9c6c65,0.0,10,0,0
5c4c9e71,0.0,10,0,0
f0db4477,0.0,10,0,0
c07c8db7,0.0,10,0,0
f203c954,0.0,10,0,0
621d78a4,0.0,10,0,0
271c32fa,0.0,10,0,0
4663f71a,0.0,10,0,0
d564c81a,0.0,10,0,0
ebe15804,0.0,10,0,0
9efad812,0.0,10,0,0
027449df,0.0,10,0,0
b5865cd7,0.0,10,0,0
3edfbe6a,0.0,10,0,0
4c689a16,0.0,10,0,0
d4d8b490,0.0,7,1293,0
7e3d2ac8,0.0,7,0,0
73c5b29f,0.0,26,0,0
83bd28df,0.0,26,1122,0
f1872fa0,0.0,26,1264,0
c90786c3,0.0,3,0,0
158e83bc,0.0,3,0,0
f8cace55,0.0,3,0,0
d4c71980,0.0,3,0,0
f0a4d38a,0.0,3,0,0
53345a67,0.0,3,0,0
654e6a5c,0.0,3,0,0
e49fe87f,0.0,3,0,0
95b70dfd,0.0,3,0,0
9fdd8c9e,0.0,3,0,0
4815955d,0.0,3,0,0
8f4cf32c,0.0,3,0,0
6066e09b,0.0,3,0,0
f4d8905d,0.0,17,1203,0
5c40ff08,0.0,17,999,0
3a413d18,0.0,32,0,0
0858122a,0.0,35,0,0
61634124,0.0,35,0,0
8cdd07f8,0.0,35,0,0
14a928e9,0.0,35,1219,0
4bec33fb,0.0,35,0,0
1c70fd83,0.0,36,1164,0
b0bdf762,0.0,36,0,0
38363405,0.0,36,0,0
5086c479,0.0,35,0,0
099a87c5,0.0,36,0,0
4dda9448,0.0,36,0,0
d3eb8131,0.0,35,0,0
b277c34c,0.0,35,0,0
64d4ec6b,0.0,31,0,0
2da48687,0.0,31,0,0
7d924836,0.0,31,0,0
b5615774,0.0,31,0,0
61c4ab20,0.0,4,0,0
b094411e,0.0,4,0,0
04fd335d,0.0,4,0,0
1e3bba0e,0.0,4,0,0
76ba3f1d,0.0,4,0,0
a6d971bd,0.0,4,0,0
5ea94eeb,0.0,4,0,0
5bd3abad,0.0,4,0,0
7f16444f,0.0,4,0,0
86e3a3ee,0.0,4,0,0
d4f941e4,0.0,4,0,0
c3a22c6f,0.0,4,0,0
085abd62,0.0,4,0,0
7c9ad918,0.0,4,0,0
426a85da,0.0,4,0,0
6b56f1f7,0.0,4,0,0
13ded115,0.0,4,0,0
d513acb9,0.0,4,0,0
6d5bfec2,0.0,21,0,0
95f3b295,0.0,21,0,0
67aba055,0.0,21,0,0
a2c76eab,0.0,21,0,0
19b89460,0.0,26,0,0
ad2e995e,0.0,22,0,0
41a8a1f9,0.0,32,944,0
e06f04a7,0.0,32,0,0
95a70cc7,0.0,28,1248,0
62c65daf,0.0,21,0,0
0ab1db45,0.0,21,0,0
2021038b,0.0,4,0,0
aebe782b,0.0,4,1428,11434
86d778d7,0.0,4,0,0
aebe782b,0.0,4,0,0
74c29931,0.0,31,0,0
48fecea4,0.0,31,0,0
124957be,0.0,31,0,0
f594b882,0.0,31,0,0
36bed8c3,0.0,31,0,0
f95c5134,0.0,31,0,0
2370600a,0.0,31,0,0
981e7c19,0.0,31,0,0
d9bf41ed,0.0,31,0,0
32c51349,0.0,31,0,0
22efe605,0.0,31,0,0
2691d8e0,0.0,31,0,0
8763a407,0.0,31,0,0
7cd4246c,0.0,31,0,0
c6920332,0.0,31,0,0
aab20da2,0.0,31,1097,0
af6b5c4c,0.0,18,1175,0
d6adfe67,0.0,5,0,0
3c42552c,0.0,5,0,0
33bf743e,0.0,5,0,0
57bef5c2,0.0,5,0,0
554dbbe2,0.0,5,0,0
692b5d3f,0.0,5,0,0
ee9e2022,0.0,5,0,0
32a4e989,0.0,5,0,0
29b67cfe,0.0,5,0,0
079f2372,0.0,5,0,0
8dbefb4f,0.0,5,0,0
59714249,0.0,5,0,0
50dc1afa,0.0,5,0,0
4a44b02e,0.0,5,0,0
4379dba7,0.0,5,0,0
cd121699,0.0,5,0,0
e1c17452,0.0,5,0,0
6b8360bd,0.0,5,0,0
187a37fa,0.0,9,0,0
c4426e3e,0.0,31,0,0
d5ce789c,0.0,31,0,0
d8ccc079,0.0,31,0,0
78b9daa4,0.0,31,0,0
101db300,0.0,31,0,0
df2cb800,0.0,31,0,0
43d07096,0.0,31,0,0
4e478c37,0.0,31,0,0
885fab7b,0.0,31,0,0
3be382a4,0.0,31,0,0
f42cf145,0.0,31,0,0
2b8920f1,0.0,31,0,0
d90d566f,0.0,31,0,0
aeaf4433,0.0,31,0,0
7a93778b,0.0,31,0,0
0a4bb367,0.0,7,0,0
0061fe17,0.0,7,0,0
5d7284fa,0.0,7,0,0
6c4aacfc,0.0,7,0,0
4bfef51c,0.0,7,0,0
150b85e5,0.0,7,0,0
30e3936d,0.0,7,0,0
a5bb5ce3,0.0,7,0,0
41171a2e,0.0,8,0,0
83e834b5,0.0,5,0,0
cc0ca554,0.0,5,0,0
f6c7ece3,0.0,5,0,0
488ce103,0.0,5,0,0
83ca25a8,0.0,5,0,0
1971337c,0.0,5,0,0
b74b17b0,0.0,5,0,0
8ec797d6,0.0,5,0,0
db1e7f72,0.0,5,0,0
7e576df0,0.0,5,0,0
5a4e51ad,0.0,5,0,0
271788c8,0.0,5,0,0
b76d794d,0.0,5,0,0
1328a781,0.0,5,0,0
bba664bd,0.0,5,0,0
e4ef1fbd,0.0,5,0,0
30be888d,0.0,5,0,0
4731bb9c,0.0,5,0,0
e053eff0,0.0,5,0,0
3bf58d80,0.0,5,0,0
c9f3a6a8,0.0,5,0,0
b40630e5,0.0,5,0,0
6a6f74af,0.0,5,0,0
64cfbba5,0.0,5,0,0
50636068,0.0,5,0,0
77259a66,0.0,32,0,0
e5c86cda,0.0,31,0,0
6827f73b,0.0,31,0,0
ee41f9ef,0.0,4,0,0
64d48889,0.0,4,0,0
159d8041,0.0,4,0,0
ddcc4f32,0.0,4,0,0
654a7dae,0.0,4,0,0
d6cff0eb,0.0,4,0,0
cd6a425c,0.0,4,0,0
f693bda0,0.0,4,0,0
c557a120,0.0,4,0,0
098d86fa,0.0,4,0,0
ceba80ed,0.0,4,0,0
5f67acc3,0.0,4,0,0
42363557,0.0,4,0,0
8266dfb9,0.0,4,0,0
98cdde18,0.0,4,0,0
b5a71f6b,0.0,4,0,0
13dfcee9,0.0,4,0,0
0cc02b32,0.0,4,0,0
6c8805ed,0.0,4,0,0
63cc3c77,0.0,4,0,0
7493ad85,0.0,4,0,0
ad22ba42,0.0,4,0,0
258014e9,0.0,4,0,0
14ada93a,0.0,4,0,0
8468a6d3,0.0,4,0,0
b7b408a4,0.0,4,0,0
86403697,0.0,4,0,0
c898bbc3,0.0,4,0,0
97a64423,0.0,4,0,0
abc5091d,0.0,4,0,0
2c3487de,0.0,4,0,0
8863e01f,0.0,4,0,0
3f294af0,0.0,4,0,0
0a17d357,0.0,4,0,0
ad992b18,0.0,4,0,0
df9ea3da,0.0,4,0,0
f6cdfa46,0.0,4,0,0
be29782e,0.0,4,0,0
3258e88e,0.0,4,0,0
5487ee47,0.0,4,0,0
8860f3db,0.0,4,0,0
235d3154,0.0,6,0,0
bb6c58c0,0.0,6,0,0
1e4a91f3,0.0,6,0,0
b35a04ad,0.0,6,0,0
4ff06505,0.0,6,0,0
edce35fe,0.0,6,0,0
c92e956c,0.0,6,0,0
6294f659,0.0,6,0,0
752e8a94,0.0,6,0,0
047106f5,0.0,6,0,0
0a548c0b,0.0,6,0,0
254505a1,0.0,6,0,0
af4a95a6,0.0,7,0,0
a1b13dd2,0.0,7,0,0
93f6150b,0.0,7,0,0
80d7369a,0.0,7,0,0
f6471074,0.0,7,0,0
8cf45a02,0.0,7,0,0
b6ac8a34,0.0,7,0,0
82a0b672,0.0,7,0,0
ba0f3ea7,0.0,6,0,0
c5d178c7,0.0,6,0,0
af31b7a7,0.0,6,0,0
ab5bdb9a,0.0,6,0,0
fe0a13a4,0.0,6,0,0
a46233aa,0.0,6,0,0
f86e1c59,0.0,6,0,0
f63a5cce,0.0,6,0,0
ee0865fa,0.0,6,0,0
6ff8078a,0.0,9,0,0
2f4a656c,0.0,9,0,0
f2b98ec7,0.0,9,0,0
9ae6aff1,0.0,9,0,0
eafdace6,0.0,9,0,0
c495d77d,0.0,9,0,0
67cbae50,0.0,9,0,0
0df9175c,0.0,9,0,0
1e6cf2b7,0.0,9,0,0
fe0d3afb,0.0,9,0,0
01dcc220,0.0,9,0,0
697b8472,0.0,9,0,0
77185800,0.0,9,0,0
3fe23a9c,0.0,9,0,0
d59cb71f,0.0,9,0,0
43ef1127,0.0,9,0,0
7fff0922,0.0,9,0,0
0cf5d9af,0.0,33,0,0
6570c2a1,0.0,33,0,0
6fc3e2ec,0.0,33,0,0
5ea59670,0.0,33,0,0
ffc7a365,0.0,33,0,0
1297a92c,0.0,33,0,0
cf3b60bc,0.0,33,0,0
fd379144,0.0,33,0,0
562954fb,0.0,28,0,0
48568870,0.0,32,0,0
8ea01ae4,0.0,14,0,0
4a0494ba,0.0,31,0,0
7c36026c,0.0,22,0,0
7c36026c,0.0,22,0,0
22c874c1,0.0,36,0,0
61cd4f68,0.0,15,0,0
6c645b77,0.0,15,0,0
44de6384,0.0,15,0,0
2e74baa7,0.0,15,0,0
0f53de35,0.0,15,0,0
8db0f1ac,0.0,15,0,0
c5c5d463,0.0,15,0,0
248ad1bf,0.0,15,1391,0
5d47ba2e,0.0,15,1391,0
a5b4630d,0.0,29,1085,0
b72a39fb,0.0,16,0,0
0e16e32b,0.0,31,0,0
476fbb60,0.0,31,0,0
d95fad3a,0.0,31,0,0
57582a84,0.0,31,0,0
92028114,0.0,2,0,0
95530503,0.0,35,1243,0
e49cb902,0.0,12,0,0
ee386f99,0.0,12,0,0
e0edcdf6,0.0,12,0,0
eab5e111,0.0,12,0,0
e501108c,0.0,12,1085,0
bc556eae,0.0,12,1085,0
ad109129,0.0,36,1116,0
9e223c31,0.0,36,1116,0
fcf97b58,0.0,36,1302,0
426c2cb0,0.0,36,1116,0
b5ef5d15,0.0,36,0,0
6ed30fe7,0.0,36,0,0
82f98bee,0.0,36,1225,0
436e2979,0.0,36,0,0
641f3145,0.0,29,0,0
49f27241,0.0,29,0,0
ff65fd86,0.0,29,0,0
bc7ffb42,0.0,14,0,0
bb2283be,0.0,14,0,0
41257b0a,0.0,13,0,0
1115aad2,0.0,13,1276,0
e9bb01a3,0.0,13,0,0
e8ce4111,0.0,13,0,0
e7773a6a,0.0,13,0,0
f61a78c2,0.0,13,0,0
03410e3d,0.0,32,0,0
00a65344,0.0,32,0,0
61238b5d,0.0,32,0,0
8b83ce5e,0.0,32,0,0
0047d918,0.0,32,0,0
a9caa8f2,0.0,32,0,0
aaf5f0ef,0.0,3,0,0
dbddd03b,0.0,3,0,0
c7b2a37b,0.0,3,0,0
adff52aa,0.0,3,0,0
be43099a,0.0,3,0,0
c5b64b29,0.0,3,0,0
796087bb,0.0,3,0,0
f50a7ec6,0.0,11,0,0
febe5304,0.0,11,0,0
a6e6fd8a,0.0,23,0,0
508e0635,0.0,23,0,0
b7b42ecf,0.0,23,0,0
358492fc,0.0,36,1251,0
a004ee54,0.0,35,0,0
c2be7938,0.0,35,0,0
ce0854e7,0.0,35,0,0
70b30567,0.0,35,1289,0
a540335f,0.0,35,1289,0
0a354507,0.0,35,0,0
1f67052a,0.0,35,1356,0
8df3d70e,0.0,33,0,0
df989ef8,0.0,33,0,0
65a4c9f3,0.0,33,0,0
d36b137c,0.0,37,0,0
48b19ec3,0.0,37,0,0
9218640b,0.0,17,0,0
eb352467,0.0,17,0,0
42c63146,0.0,17,0,0
d60ec9ae,0.0,17,0,0
b619d419,0.0,17,0,0
2a43f52f,0.0,17,0,0
b835bd9f,0.0,36,0,0
1bfc733b,0.0,31,0,0
7b917486,0.0,31,0,0
7b917486,0.0,31,0,0
902b404d,0.0,27,1263,0
67c5423d,0.0,27,0,0
d1f14d31,0.0,27,1263,0
35ba0af4,0.0,27,1241,0
b1d8c48c,0.0,27,1263,0
96c5f0e7,0.0,33,0,0
9742afdb,0.0,33,0,0
756bf2a5,0.0,19,1167,0
f84ee6b6,0.0,16,0,0
c52b67aa,0.0,19,1167,0
856b5cf6,0.0,15,0,0
b2216e49,0.0,19,0,0
2f18de18,0.0,5,0,0
2f18de18,0.0,5,0,0
1b49b168,0.0,18,1031,0
7d3c3147,0.0,18,1256,0
314e1c08,0.0,18,1088,0
445b4cb9,0.0,18,1088,0
2d2518f4,0.0,32,0,0
fe8f43da,0.0,15,0,0
a76446d3,0.0,2,1351,0
f51630cc,0.0,2,1336,0
bf61acc6,0.0,15,0,0
7edf9f78,0.0,15,0,0
38b93f3c,0.0,15,0,0
2aec27c0,0.0,15,0,0
ad5bf399,0.0,15,0,0
506a556e,0.0,36,0,0
dcc39fde,0.0,36,0,0
e0b73c8c,0.0,24,1243,0
08f170da,0.0,24,1243,0
6201c7bd,0.0,24,0,0
9e907727,0.0,24,0,0
a8dc96e0,0.0,24,1108,0
a0d025ca,0.0,24,0,0
1507ae46,0.0,24,0,0
e986bdc3,0.0,6,0,0
4e9b1831,0.0,6,0,0
2f49fe53,0.0,6,0,0
e6f24c14,0.0,6,0,0
c3d44e60,0.0,6,0,0
dc2a42e5,0.0,6,0,0
f8c505ee,0.0,6,0,0
d12803cf,0.0,6,0,0
12cbd1a6,0.0,6,0,0
e54060dd,0.0,6,0,0
96dd8d82,0.0,6,0,0
a0d983cf,0.0,6,0,0
46e681e2,0.0,6,0,0
9a89ced3,0.0,6,0,0
9ef73c91,0.0,6,0,0
345ffd69,0.0,6,0,0
d81fd059,0.0,6,0,0
02841042,0.0,27,1187,0
c7033f0f,0.0,27,0,0
d15af0d8,0.0,3,0,0
d1f53dcb,0.0,3,0,0
53994b57,0.0,3,0,0
8c5e0e9a,0.0,3,0,0
746e0609,0.0,3,0,0
a07d1eb8,0.0,2,0,0
afb8894d,0.0,2,0,0
bf294dad,0.0,2,0,0
d96d75b2,0.0,2,0,0
9305917e,0.0,2,0,0
6c65137c,0.0,2,0,0
9bc8d8d5,0.0,2,0,0
e22627bd,0.0,2,0,0
bbae7748,0.0,2,0,0
4c3f765b,0.0,2,0,0
257e8d26,0.0,2,0,0
96ddf9e1,0.0,2,0,0
c5e59a86,0.0,2,0,0
72fe328a,0.0,2,0,0
50642ee5,0.0,2,0,0
8d91578c,0.0,2,0,0
0f04bc37,0.0,2,0,0
6bbfa818,0.0,2,0,0
ccada073,0.0,2,0,0
7f1054da,0.0,2,0,0
6d15e5cb,0.0,2,0,0
11a73c97,0.0,2,0,0
fa0bff3c,0.0,2,0,0
859f66c3,0.0,2,0,0
de03ec7c,0.0,2,0,0
8ec6a40f,0.0,2,0,0
332c788a,0.0,2,0,0
e505a077,0.0,2,0,0
8a4c9dd8,0.0,2,0,0
0f4dda1b,0.0,2,0,0
c8c143c2,0.0,2,0,0
a2fd770c,0.0,2,0,0
c396f5ac,0.0,2,0,0
d6309c14,0.0,2,0,0
c88c0805,0.0,2,0,0
f59838be,0.0,2,0,0
a05bc841,0.0,22,1345,0
4eaf2794,0.0,30,0,0
126108fa,0.0,30,0,0
2e25d2a8,0.0,30,0,0
986c9860,0.0,30,0,0
7d1413b7,0.0,30,0,0
96667802,0.0,30,0,0
03052498,0.0,30,0,0
3bb8b989,0.0,8,0,0
2f261393,0.0,8,0,0
9ad16da4,0.0,8,0,0
a3e82ec3,0.0,10,0,0
57e7740f,0.0,10,0,0
72658998,0.0,10,0,0
157ef2f1,0.0,10,0,0
4c324804,0.0,10,0,0
3f7ab3de,0.0,10,0,0
50789a4c,0.0,10,0,0
c6efdd3b,0.0,10,0,0
b1c8f319,0.0,10,0,0
52d4a23c,0.0,10,0,0
3c6030ab,0.0,10,0,0
2e78bd32,0.0,10,0,0
4451d15e,0.0,10,0,0
ef7495d2,0.0,10,0,0
d4ad3c0f,0.0,10,0,0
43616f9b,0.0,10,0,0
4c57cc29,0.0,10,0,0
de2ed6b6,0.0,10,0,0
c4e88364,0.0,10,0,0
1fa96b4d,0.0,19,0,0
64f15e7e,0.0,18,0,0
36d2caec,0.0,27,1084,0
bb4a2d34,0.0,27,1058,0
e0e5d9b6,0.0,27,1115,0
0925fb9c,0.0,28,1170,0
d745f996,0.0,18,0,0
31866658,0.0,17,0,0
75cb4886,0.0,21,0,0
8ebb931c,0.0,21,0,0
8485d90f,0.0,21,0,0
004d8d0c,0.0,21,0,0
6395aa1d,0.0,6,0,0
c2e3fc49,0.0,21,0,0
622d8808,0.0,33,0,0
e9a54051,0.0,33,0,0
e0a1af6e,0.0,33,0,0
e4b81505,0.0,33,0,0
5acae9dd,0.0,33,0,0
7a955ded,0.0,33,0,0
23a97a68,0.0,33,0,0
6e0b303b,0.0,33,0,0
b2d5e0a0,0.0,34,0,0
8a3c56e2,0.0,16,1406,0
012cbc51,0.0,16,0,0
3ef101fa,0.0,16,0,0
f983e73b,0.0,16,0,0
1291ddd9,0.0,32,0,0
3e678e37,0.0,33,0,0
694715f9,0.0,33,0,0
93a6f75d,0.0,23,0,0
e9960453,0.0,23,1153,0
334fb6c0,0.0,33,1153,0
c99a9843,0.0,36,0,0
f24e6d44,0.0,36,0,0
a34d84c2,0.0,36,1007,0
286b2c4a,0.0,28,0,0
4273f40c,0.0,28,0,0
9c1d4b1c,0.0,19,1174,0
0e7deae8,0.0,19,955,0
07864c88,0.0,16,0,0
1db53f1e,0.0,16,0,0
65b07d19,0.0,16,0,0
167a2edb,0.0,16,0,0
48bdf7f6,0.0,16,0,0
6d0bb6f2,0.0,16,0,0
33fc3182,0.0,16,0,0
e6068197,0.0,16,0,0
82719b57,0.0,16,0,0
9c6e6ce7,0.0,16,0,0
97bc44c8,0.0,16,0,0
bd4e3266,0.0,16,0,0
599258fb,0.0,16,0,0
d2e06b89,0.0,16,0,0
501f6eab,0.0,16,0,0
8b44f0d2,0.0,16,0,0
cb51c19d,0.0,16,0,0
18d31de5,0.0,16,0,0
1b9910a3,0.0,16,0,0
172ca651,0.0,17,0,0
8422e972,0.0,8,0,0
db275b21,0.0,8,0,0
dc446197,0.0,26,0,0
90019999,0.0,26,0,0
54aacbaa,0.0,26,0,0
e9703a89,0.0,26,0,0
58195c5c,0.0,26,0,0
18ef382b,0.0,26,0,0
7196b180,0.0,26,0,0
a3e022e8,0.0,26,0,0
a3e022e8,0.0,26,0,0
36a2f111,0.0,26,0,0
decb419a,0.0,26,0,0
d58c420a,0.0,26,0,0
ec6ac9cc,0.0,26,0,0
5b7118de,0.0,26,0,0
8b338a2a,0.0,21,1386,2467
9ac03d0d,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
9e5c2347,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
206ef502,0.0,21,0,0
8b338a2a,0.0,21,0,0
c5209009,0.0,21,0,0
eb7d5d02,0.0,21,0,0
30a6639c,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
320a31f7,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
8b338a2a,0.0,21,0,0
46fee811,0.0,21,0,0
38b18a2e,0.0,21,0,0
f71cbfa1,0.0,21,0,0
81b94b21,0.0,21,0,0
8b338a2a,0.0,21,0,0
670ec30e,0.0,21,0,0
eee28392,0.0,21,0,0
7d5ea51d,0.0,21,0,0
b922ab02,0.0,21,0,0
8b338a2a,0.0,21,0,0
c8645761,0.0,21,0,0
1c7352c8,0.0,21,0,0
c26fd227,0.0,21,0,0
db0d8462,0.0,21,0,0
a6e7a59f,0.0,21,0,0
4f4204ae,0.0,26,0,0
b10bb3ad,0.0,18,1292,0
70263d53,0.0,18,1292,0
30523308,0.0,30,1191,0
ac9ba6cf,0.0,36,1279,0
2957dedf,0.0,36,0,0
c9d9395c,0.0,36,1323,1251
c9d9395c,0.0,36,0,0
5b12cf8b,0.0,36,976,0
ad45598a,0.0,7,0,0
c026d79c,0.0,7,0,0
4d941035,0.0,7,0,0
701a8863,0.0,7,0,0
